id,bathroom,locality,property_size,rent_amount,type_bhk
6854,1,Kukatpally,1000,17000,2
6855,2,Kukatpally,1180,14000,2
6857,2,Himayatnagar,1000,20000,2
6865,2,Miyapur,1555,14000,3
6868,3,Kukatpally,1600,21000,3
6870,2, Miyapur,1025,18000,2
6873,3,Nizampet,1517,18000,3
6875,1,Boduppal,1000,8500,2
6876,2,Kukatpally,1450,15000,2
6877,1,Nizampet,1040,9000,2
6879,1,Boduppal,500,5300,1
6882,2,Dilsukhnagar,1000,12000,2
6885,2,Pocharam,1200,14000,2
6886,2,Vanasthalipuram,1100,11000,2
6892,2,Kondapur,1700,25000,3
6893,2,Miyapur,1300,19000,3
6894,3,Kondapur,1470,27000,3
6896,2,Shaikpet,450,7500,1
6897,3,Kondapur,1500,18200,3
6901,2,Attapur,1120,14500,2
6908,3,Moti Nagar,1650,26000,3
6909,3,Moti Nagar,1650,26000,3
6911,1,A. S. Rao Nagar,500,7000,1
6912,2,Miyapur,1200,20000,2
6914,3,L. B. Nagar,1400,14000,3
6916,2,Shaikpet,1800,19000,2
6917,2,Puppalaguda,1100,15000,2
6920,2,Puppalguda,1100,10000,2
6923,2,Nizampet,1100,10000,2
6934,2,Malkajgiri,1200,10000,2
6936,2,Film Nagar,1200,18000,2
6941,2,Nagole,900,8500,2
6954,2,Gudimalkapur,1100,12000,2
6957,2,Kapra,1200,13000,2
6958,2,Nacharam,1300,20000,3
6959,2,Kukatpally,1500,16000,3
6961,2,kondapur,1100,20000,2
6965,2,Ameerpet,1200,20000,2
6968,3,Serilingampalle,1450,18000,3
6971,2,Manikonda,1450,15000,3
6976,2,Kukatpally,1000,13000,2
6985,3,Hafeezpet,1700,22000,3
6987,2,Serilingampally,800,8500,2
6989,3,Peeranchuruvu,1800,30000,3
6991,2,Chanda Nagar,1350,16000,3
6992,2,Nizampet,1125,11000,2
6993,2,Nizampet,1125,11000,2
6996,3,Manikonda Jagir,1530,17000,3
6999,2,Manikonda,1731,25000,3
7002,2,Peerzadiguda,1150,10000,2
7003,2, Nizampet,1000,15000,2
7005,2,Serilingampalle ,850,15000,2
7006,1,Kukatpally,1150,17000,2
7011,3,Puppalguda,1840,25000,3
7015,1,Kukatpally,1000,12000,2
7019,3,Chanda Nagar,1440,15000,3
7021,2,Boduppal,900,7500,2
7022,2,Neredmet,800,8500,2
7025,2,Gajularamaram,1200,12000,2
7027,2,Begumpet,750,10000,2
7028,2,Manikonda,1030,17000,2
7032,3,kondapur,1400,21000,3
7036,2,Saidabad,1000,10000,2
7038,2,Malkajgiri,1300,12000,3
7040,3,Himayatnagar,1700,20000,3
7042,3,Kondapur,1600,30000,3
7044,2,Ramachandra Puram,1098,7500,2
7046,2,Moti Nagar,1300,19000,2
7047,3,kondapur,1400,27000,3
7049,3,Mehdipatnam,1650,15000,3
7055,3,Uppal,1675,14000,3
7056,3,Uppal,1675,14000,3
7057,3,Kothaguda,1400,26000,3
7063,2,Tellapur,900,10000,2
7065,2,Malkajgiri,840,7500,2
7074,1,Vanasthalipuram,750,6500,1
7075,2,Serlingampalli,1150,15000,2
7082,2,Moula Ali,750,6000,2
7083,2,Gajularamaram,850,12000,2
7086,2,Kondapur,1385,25000,3
7087,2,Saroornagar,700,7000,2
7091,2,Serilingampalle,860,8500,2
7094,4,Kohtaguda,1600,30000,3
7102,2,Rasoolpura,1150,15000,3
7104,2,Kukatpally,1150,20000,2
7109,3,Madhapur,1675,25000,3
7111,2,Manikonda,1300,22000,3
7112,3,Hafeezpet,2150,20000,3
7114,2,Pragathi Nagar,1000,12500,2
7117,2,Kondapur,1090,18000,2
7123,2,Gachibowli,1136,27000,3
7128,2,Serilingampally,983,12000,2
7130,3,Narsingi,1465,25500,3
7135,1,Safilguda,500,6500,1
7136,3,Miyapur,1560,18000,3
7139,3,Hafeezpet,1490,22000,3
7142,3,Hafeezpet,1490,22000,3
7143,2,Serilingampally,1498,22500,3
7144,3,Serilingampalle,1530,25000,3
7150,2,Kukatpally,1530,22000,3
7151,2,Attapur,1246,12500,2
7152,2,Neknampur,1065,17000,2
7157,1,Uppal,600,10000,1
7159,2,Kondapur,1700,26000,3
7162,2,Kondapur,1280,20000,2
7164,2,Miyapur,900,11000,2
7166,1,Chanda Nagar,900,9000,2
7169,1,Tarnaka,600,10000,1
7172,2,Kukatpally,1100,17000,2
7176,2,Miyapur,1050,10000,2
7177,2,Nizampet,1150,18000,2
7187,2,Hyder Nagar,1250,13000,2
7189,2,Manikonda ,1200,13500,2
7192,2,Kukatpally,1000,14000,2
7197,2,Kondapur,1856,25000,3
7202,2,Gachibowli,1200,28000,3
7203,2,Gachibowli,1200,28000,3
7204,3,Yousufguda,1500,20000,3
7208,2,Shaikpet,1575,25000,3
7210,3,Puppalaguda,1425,15000,3
7213,2,Chanda Nagar,1095,13000,2
7214,1,Kukatpally ,720,6500,1
7216,3,Pragathi Nagar,1800,15000,3
7218,3,Madinaguda,1700,22000,3
7219,1,Yella Reddy Guda,900,12000,2
7220,2,Beeramguda,864,7000,2
7222,2,Nizampet,1000,10000,2
7223,2,Erragadda,1000,14500,2
7224,2,Erragadda,1000,14500,2
7226,2,Lakdikapul,1000,12500,2
7228,1,Borabanda,500,8500,1
7231,2,Gajularamaram,1250,14000,2
7232,3,Puppalaguda,1500,15000,2
7233,2,Kukatpally,900,15500,2
7234,2,L. B. Nagar,1500,21000,3
7242,2,Pragathi Nagar,1000,13000,2
7243,2,Kukatpally,1150,13500,2
7244,2,Bandlaguda Jagir,1300,20000,3
7245,2,Bandlaguda Jagir,1300,20000,3
7248,3,Adikmet,1600,30000,3
7249,2,Hafeezpet,1035,16000,2
7252,2,Kukatpally,1100,15000,2
7256,2,Moosapet,1100,15000,2
7262,3,Kompally,1700,15000,3
7269,2,Shaikpet,1225,16500,2
7273,2,Kukatpally,1010,18000,2
7274,3,Gachibowli,1350,20000,3
7279,2,Mehdipatnam,1170,11500,2
7285,2,Dilsukhnagar,870,8500,2
7293,2,Manikonda,1200,18000,2
7297,2,Manikonda,1125,13000,2
7298,2,Kondapur,1240,18000,2
7299,2,Malkajgiri,1100,8500,2
7303,2,Puppalguda,1100,12000,2
7305,2,Banjara Hills,900,9000,2
7314,1,Nagole,1000,11000,2
7315,3,Madhapur,1400,30000,3
7320,2,Nagaram,900,6000,2
7322,2,Kachiguda,1000,15000,2
7323,2,Kondapur,1705,20000,3
7324,2,Dammaiguda,950,6000,2
7327,1,Chanda Nagar,550,8000,1
7328,1,Chanda Nagar,750,11500,2
7329,1,Chanda Nagar,750,11500,2
7331,3,Qutub Shahi Tombs,1300,17000,3
7332,2,Begumpet,1100,12500,2
7339,1,Kukatpally,750,8500,1
7341,2,Pragathi Nagar,1050,12000,2
7344,2,Rampally,910,7000,2
7345,2,Kukatpally,2000,16000,2
7347,1,Banjara Hills,1337,15000,2
7351,3,Nallagandla,2080,26000,3
7352,1,Nizampet,500,7500,1
7354,2,Toli Chowki,1165,19000,2
7355,2,Begumpet,950,18000,2
7360,2,Kothaguda,1100,15000,2
7362,2,Bowenpally,1165,13300,2
7363,2,Kondapur,1120,20000,2
7364,2,Kapra,1000,10000,2
7369,3,Serilingampalle,1400,23000,3
7370,2,Sanath Nagar,1100,16500,2
7371,2,Sanath Nagar,1100,16500,2
7374,2,Bachupally,1270,11000,2
7377,2,Banjara Hills,1200,20000,2
7378,2,Chanda Nagar,975,12500,2
7379,2,Puppalaguda,1350,20000,2
7380,2,Suraram,1350,10000,2
7382,2,Langar Houz,1100,11000,2
7383,2,Somajiguda,1500,25000,3
7384,2,Manikonda,1030,16000,2
7387,2,Hafeezpet,1050,16000,2
7390,2,Nagaram,950,6000,2
7391,3,Nizampet,1650,16000,3
7393,2,Nagaram,950,6000,2
7394,3,Nizampet,1650,16000,3
7395,2,Serilingampally,1300,20000,2
7396,3,Kondapur,1500,26000,3
7398,1,Uppal,550,5500,1
7399,2,Madinaguda,1100,20000,2
7402,2,Kondapur,1650,20000,3
7407,2,Tellapur,1125,16000,2
7408,2,Miyapur,1100,16000,2
7415,2,Boduppal,900,8000,2
7416,3,Kukatpally,1700,20000,3
7423,2,A. S. Rao Nagar,1000,10000,2
7426,2,Manikonda,1125,18000,2
7428,2,Sanath Nagar,900,10000,2
7430,2,Nizampet,1200,14000,2
7433,2,Kachiguda,1000,18000,2
7434,2,Kachiguda,1000,18000,2
7436,2,Puppalguda,900,15500,2
7438,2,Kondapur,1500,20000,3
7440,2,Patancheruvu,1000,7500,2
7442,3,Shilpa Hills,2000,30000,3
7446,2,Gopanpally,1246,18000,3
7459,2,Chanda Nagar,1000,14500,2
7465,1,Chanda Nagar,500,7500,1
7466,2,Serilingampalle,1000,14500,2
7470,3,Kondapur,1550,27000,3
7473,1,Sainikpuri,600,4500,1
7474,2,Miyapur,1100,15500,2
7477,2,Chanda Nagar,1250,12000,2
7478,2,Kondapur,1500,25000,3
7480,3,Begumpet,1700,40000,4
7482,2,Kukatpally,1500,22000,3
7485,3,Hafeezpet,1550,20000,3
7487,1,Neredmet,750,9000,2
7488,2,Miyapur,1000,13000,2
7489,3,Whitefields,1200,27000,3
7492,2,Alwal,700,9000,2
7495,2,Sanath Nagar,1350,15000,2
7496,2,Attapur,1200,20000,2
7498,2,Sanath Nagar,1350,15000,2
7499,2,Attapur,1200,20000,2
7508,2,Chanda Nagar,1100,14000,2
7511,2,Kukatpally,1225,14000,2
7512,2,Kapra,900,11500,2
7514,2,RamNaresh Nagar,1100,13500,2
7517,2,Kukatpally,1050,10500,2
7518,2,Kukatpally,1050,10500,2
7524,2,Nizampet,900,12000,2
7528,2,Gachibowli,1350,15000,2
7530,2,Serilingampally,1200,17000,2
7532,1,Nizampet,650,8500,2
7537,2,Chanda Nagar,1250,16500,3
7538,2,Hafeezpet,630,7000,2
7539,3,Kondapur,1630,19000,3
7540,2,Serilingampalle,1500,14000,2
7541,3,Madhapur,1600,25000,3
7544,3,Narsingi,1655,28000,3
7545,2,A S Rao Nagar,755,6000,2
7553,2,Nizampet,1100,11000,2
7558,2,Madinaguda,1100,19000,2
7562,1,Begumpet,450,8500,1
7565,3,Miyapur,1800,20000,3
7566,2,Kukatpally,1350,22000,3
7568,3,Chanda Nagar,1400,23000,3
7572,2,Kukatpally,1100,14000,2
7573,3,Kondapur,1600,22000,3
7578,3,Kondapur,1400,23000,3
7579,2,Hafeezpet,900,18000,2
7580,1,Attapur,850,6500,1
7581,1,Attapur,850,6500,1
7583,2,Kondapur,800,20000,2
7584,2,Kukatpally,1230,13500,2
7589,1,Kothapet,500,7500,1
7591,1,Borabanda,800,5500,1
7599,2,Bandlaguda Jagir,1250,10000,3
7600,2,Pragathi Nagar,1540,16000,3
7601,2,Pragathi Nagar,1200,12000,3
7602,2,Pragathi Nagar,1200,12000,3
7604,3,Hafeezpet,1800,30000,3
7607,3,Chanda Nagar,1450,13000,3
7612,2,New Nallakunta,900,12000,3
7616,2,Adikmet,900,10000,3
7619,2,Sainikpuri,1625,26000,3
7631,2,Peerzadiguda,800,7000,2
7641,3,Puppalguda,1595,18000,3
7644,3,Puppalguda,1595,18000,3
7650,2,"Kukatpally,",1100,14000,2
7653,2,"Kondapur,",1150,19000,2
7654,2,Kothaguda,1100,16000,2
7662,2,Kondapur,1290,17500,2
7667,2,Hafeezpet,1100,16000,2
7670,2,Kukatpally,1000,12000,2
7673,2,Kukatpally,1100,17000,2
7680,3,Nizampet,1700,13000,3
7682,2,Gachibowli,1300,15500,2
7683,2,Boduppal,1500,11000,2
7685,2,Miyapur,1094,18000,2
7686,2,Miyapur,1094,18000,2
7690,2,Boduppal,1500,11000,3
7695,3,Alwal,1400,12000,2
7697,2,Nagole,750,16000,2
7698,2,Serilingampally,1400,21000,3
7699,2,Boduppal,1100,8500,2
7704,2,Begumpet,1400,12000,2
7705,2,Serilingampalle,1270,18000,2
7708,2,Hayathnagar,950,9000,2
7709,2,Tellapur,1170,14000,2
7710,2,Serilingampalle,1625,22000,3
7713,2,Manikonda ,1250,15000,2
7714,3,Kondapur,2320,30000,3
7716,2,Serilingampalle,1000,10500,2
7721,2,Kukatpally,1100,14000,2
7725,2,Nizampet,1200,16000,2
7728,2,Nizampet,1200,16000,2
7733,2,Kukatpally,1250,18000,3
7736,3,Ramachandra Puram,1620,17000,3
7738,1,Hafeezpet,300,7000,1
7746,2,Beeramguda,1020,8000,2
7748,2,Upparpally,1515,10000,3
7752,2,Madhapur,450,9000,1
7760,1,Peerzadiguda,600,5000,1
7762,2,Nallagandla,1340,24000,3
7763,1,Kukatpally,800,10000,2
7765,3,Miyapur,1500,16000,3
7766,2,Kondapur,1100,20000,2
7769,1,Kukatpally,600,7000,1
7770,1,Kukatpally,600,7000,1
7773,3,Kondapur,1637,22000,3
7777,2,Pocharam,1305,19000,3
7781,2,Madhapur,850,14000,2
7782,1,Madhapur,600,10000,1
7784,2,Kukatpally,850,16000,2
7790,2,Mehdipatnam,1000,16000,2
7791,2,Mehdipatnam,1000,16000,2
7794,2,Puppalaguda,1520,23000,3
7804,3,Ranga Reddy District,1800,18000,3
7807,2,Gachibowli,1200,20000,2
7811,1,Malkajgiri,500,5000,1
7814,1,Malkajgiri,500,5000,1
7822,1,Erragadda,600,8000,1
7840,2,Serilingampally,1050,16000,2
7844,2,Miyapur,1249,20000,2
7847,2,Manikonda,1237,20000,2
7848,3,Badangpet,1200,8000,2
7850,2,Manikonda,1250,18000,2
7853,2,Pragathi Nagar,1455,15000,3
7854,2,Pragathi Nagar,1455,15000,3
7861,1,Somajiguda,1000,15000,2
7864,3,Attapur,2036,30000,3
7866,2,Manikonda,1800,22000,3
7867,2,Medipally,1000,9000,2
7871,1,Gajularamaram,550,7000,1
7875,2,Kukatpally,1000,12000,2
7877,2,Kukatpally,1460,18000,3
7879,1,Secunderabad,550,6500,1
7882,2,Kukatpally,750,8500,1
7884,3,Moti Nagar,1850,25000,3
7888,2,Moula Ali,850,8500,2
7891,2,Yapral,1300,15000,3
7895,3,Narsingi,1800,17000,3
7898,3,Narsingi,1800,17000,3
7910,1,Yousufguda,520,9000,1
7911,3,Somajiguda,1650,27000,3
7916,2,Nizampet,1000,10000,2
7917,2,Puppalaguda,1100,10000,2
7919,3,Old Bowenpally,1815,30000,4
7927,2,Masab Tank,862,15000,2
7935,3,Gopanpally,1779,21000,3
7938,3,Gopanpally,1779,21000,3
7942,3,Chanda Nagar,1675,28000,3
7951,2,Begumpet,1500,21000,3
7961,2,Kondapur,2100,30000,3
7963,2,Nizampet,1125,14000,2
7965,2,Nizampet,1100,15000,2
7966,2,Kukatpally,1050,17000,2
7970,1,Ramachandra Puram,700,7500,1
7971,3,Hafeezpet,1625,20000,3
7972,3,Kukatpally,1380,24000,3
7983,2,Manikonda ,1200,17000,2
7988,2,Hafeezpet,1240,17000,2
7992,2,Kavadiguda,1100,18500,2
7993,3,Nagole,1430,18000,3
7998,2,Musheerabad,720,8500,2
7999,2,Serilingampalle ,1060,12000,2
8000,1,Puppalguda,600,7500,1
8001,1,Puppalguda,600,7500,1
8002,3,Gajularamaram,1200,11000,2
8008,1,RamNaresh Nagar,300,7500,1
8015,2,Kondapur,1150,16000,2
8017,1,Ramachandra Puram,950,8000,2
8018,1,Kukatpally,300,6000,1
8021,2,Moosapet,1020,15000,2
8022,2,Manikonda,1400,14500,2
8025,1,Beeramguda,950,8000,2
8030,1,Vanasthalipuram,550,6500,1
8035,3,Yapral,1875,18000,3
8037,2,Kukatpally,1500,23000,3
8041,2,Manikonda,1100,13000,2
8044,2,Manikonda,1100,13000,2
8046,2,Madhapur,1300,28000,3
8054,1,Chintal,600,7500,1
8056,2,Gachibowli,1250,17500,2
8057,2,Mehdipatnam,980,12000,2
8070,3,Adibatla,1500,25000,3
8071,2,Borabanda,1000,17000,2
8074,2,Kukatpally,1150,18000,2
8075,2,Miyapur,1000,13000,2
8077,3,Kukatpally,1500,22000,3
8082,1,Ram Nagar,450,7500,1
8083,2,Serilingampalle,950,14000,2
8084,2,Nallagandla,1150,15000,2
8085,1,Ram Nagar,450,7500,1
8086,2,Serilingampalle,950,14000,2
8087,2,Nallagandla,1150,15000,2
8093,2,Pragathi Nagar,1100,12000,2
8096,3,Pragathi Nagar,1200,15000,3
8098,2,Kukatpally,1365,12000,2
8100,1,Sanath Nagar,750,12000,2
8101,2,Miyapur,1100,16000,2
8109,2,Langar Houz,1000,7500,2
8119,2,Miyapur,1095,15000,2
8124,3,Kondapur,1650,30000,3
8126,3,LB Nagar,2000,25000,3
8127,3,Kondapur,1650,30000,3
8129,3,LB Nagar,2000,25000,3
8132,3,Madeenaguda,1500,20000,3
8135,3,Shaikpet,1700,28000,3
8136,2,Chintalmet,885,14000,2
8137,2,Basheer Bagh,1000,16000,2
8142,2,Champapet,1200,12000,2
8144,1,Himayatnagar,800,9000,1
8146,2,Kukatpally,975,14000,2
8150,3,Madhapur,1525,28000,3
8153,2,Kondapur,1218,16000,2
8159,2,Manikonda,1500,21000,3
8160,3,Erragadda,1257,23000,3
8162,2,Chanda Nagar,550,9000,1
8164,2,Nacharam,1050,12000,2
8168,2,Tarnaka,905,15000,2
8169,2,Tarnaka,905,15000,2
8170,1,Kukatpally,700,8000,1
8171,3,Miyapur,1200,20000,2
8172,2, Miyapur,1100,16000,2
8175,1,Miyapur,700,8000,1
8181,2,Kukatpally,1050,12000,2
8192,1,A. S. Rao Nagar,500,8000,1
8193,2,Kukatpally,1251,18000,2
8203,2,Kukatpally,800,10000,2
8206,2,New Nallakunta,1200,13000,2
8214,1,Ramachandra Puram,600,8000,2
8215,2,Miyapur,1100,12000,2
8221,3,Nizampet,1450,15000,3
8227,2,Kukatpally,900,11000,2
8228,2,Kompally,1250,15500,3
8233,3,Serilingampally,2210,29000,3
8238,2,Kukatpally,1100,12000,2
8241,2,Kondapur,1000,18000,2
8250,2,Kukatpally,1215,15000,2
8256,2,Borabanda,1040,15000,2
8258,2,Borabanda,1000,10000,2
8259,2,Manikonda Jagir,1245,18000,2
8260,2,Nagaram,1200,6000,2
8261,3,Dilsukhnagar,1000,15000,2
8262,3,Pocharam,1500,13000,3
8264,2,Miyapur,1450,13000,3
8271,3,Kondapur,1798,30000,3
8273,3,Kondapur,1400,22000,3
8274,3,Kondapur,1798,30000,3
8276,3,Kondapur,1400,22000,3
8283,1,Serilingampally,750,10000,2
8298,2,Begumpet,1500,24500,3
8304,2,A. S. Rao Nagar,1050,9000,2
8306,1,Rampally,650,4000,1
8310,2,Miyapur,1205,18000,3
8312,2,Jubilee Hills,900,10000,1
8317,2,Hakimpet,1000,13500,2
8322,2,Begumpet,1000,18000,2
8327,2,Kondapur,1410,25000,3
8332,3,Gachibowli,1500,15000,2
8341,2,LB Nagar,1100,11000,2
8349,3,Gopanpally,1779,24000,3
8355,3,Manikonda,1755,27000,3
8356,2,Bachupally,990,9000,2
8358,3,Manikonda,1755,27000,3
8359,2,Bachupally,990,9000,2
8361,3,Pocharam,1500,20000,3
8363,1,Miyapur,605,7500,2
8365,1,Langar Houz,600,6000,1
8371,2, Gachibowli,1000,16000,2
8374,2,Manikonda Jagir,800,12000,2
8377,2,Madeenaguda,1200,16000,2
8382,2,A. S. Rao Nagar,1300,13000,2
8384,1,Kondapur,550,10000,1
8389,2,Kukatpally,1000,14000,2
8391,3,Kondapur,1250,25000,3
8393,1,Kukatpally,327,10000,1
8397,1,Saroornagar,950,8500,2
8398,1,Saidabad,900,12000,2
8402,2,Pragathi Nagar,950,12000,2
8405,2, Serilingampally,1130,12700,2
8406,1,Hafeezpet,550,4500,1
8410,2,Peerzadiguda,850,8000,2
8412,2,Miyapur,1175,10000,2
8413,2,Kondapur,1250,20000,2
8414,3,Ranga Reddy District,1800,22000,3
8418,2, Chanda Nagar,1170,16000,3
8420,2,Trimulgherry,1135,11000,2
8429,2,Miyapur,1000,11000,2
8435,3,Ameenpur,1400,10000,3
8437,1,Kukatpally,700,11000,2
8467,3,Gachibowli,1500,30000,3
8469,2,Kukatpally,1000,16000,2
8471,2,Amberpet,1600,27000,3
8473,2,Kukatpally,1000,16000,2
8474,1,Jagathgiri Gutta,800,7300,1
8476,2,Yella Reddy Guda,1290,22000,3
8477,2,Kondapur,950,18000,2
8482,2,Kukatpally,1050,20000,2
8485,2,Kukatpally,1050,20000,2
8490,1,Nizampet,575,7500,1
8491,2,Nizampet,1477,11000,3
8499,2,Kondapur,1414,27000,3
8507,3,Hyderabad,2185,24000,3
8512,2,Manikonda Jagir,1450,28000,3
8513,2,Kapra,300,6000,1
8516,3,Manikonda,1780,24000,3
8523,1,Malkajgiri,710,7000,2
8526,1,Malkajgiri,710,7000,2
8529,3,Kohtaguda,2200,30000,3
8531,2,Pragathi Nagar,1450,20000,3
8532,2,Pragathi Nagar,1600,16500,3
8535,1,Hafeezpet,500,7000,1
8537,2,Malkajgiri,800,7000,2
8538,2,Kukatpally,1050,13000,2
8543,3,Kondapur,1600,22000,3
8549,2,Nizampet,1100,15000,2
8550,3,Chanda Nagar,1745,20000,3
8552,2,Kukatpally,1010,17000,2
8553,2,Miyapur,2500,20000,3
8561,2,Whisper Valley,1200,12000,2
8567,2, Kukatpally,900,12000,2
8568,2, Kukatpally,900,12000,2
8569,2,Medipally,1174,8000,2
8572,2,Nizampet,1120,13000,2
8573,2,Quthbullapur,900,8500,2
8576,2,Kavadiguda,1000,15000,2
8578,2,Lakdikapul,1600,16000,2
8584,2,Miyapur,1280,13000,2
8585,2,Hyderabad,1650,9500,2
8590,2,Miyapur,1100,14000,2
8591,3,Gopanpally,1756,20000,3
8603,2,Hafeezpet,1200,15000,2
8607,2,Nallagandla,800,10000,2
8612,1,Ramanthapur,700,6700,1
8617,2,Kukatpally,1380,21000,3
8618,3,Kokapet,1780,24000,3
8620,2,Sanath Nagar,1500,25000,3
8621,3,Himayatnagar,1200,25000,3
8623,2,Kukatpally,1000,13000,2
8627,1,Begumpet,500,7500,1
8634,2,Trimulgherry,1090,13600,2
8637,3,Peerzadiguda,1360,14500,3
8643,3,Kukatpally,1200,18000,3
8644,1,Kukatpally,880,14000,2
8648,2,Nanakaramguda,1198,25000,3
8650,2,Kukatpally,1000,15000,2
8653,2,Kukatpally,1200,20000,3
8658,3,Kondapur,1500,30000,3
8668,1,Banjara Hills,650,8500,1
8672,1,Kukatpally,550,8500,1
8673,1,Kukatpally,550,8500,1
8674,2,Kukatpally,1250,17500,2
8675,2,Kondapur,1550,22000,3
8679,1,Hafeezpet,500,10000,1
8683,2,Tarnaka,1100,14000,2
8687,3,Kukatpally,1545,30000,3
8693,2,Amberpet,800,7500,1
8696,2,Amberpet,800,7500,1
8701,2,Hafeezpet,1450,18000,2
8706,2,Bahadurguda,1235,15000,3
8707,3,Kavadiguda,2000,18000,3
8708,3,Manikonda,1670,21000,3
8709,3,Begumpet,1600,24000,3
8711,2,Kukatpally,1010,17000,2
8712,1,Borabanda,700,9000,1
8714,3,Miyapur,2050,23000,3
8715,3,Miyapur,2050,23000,3
8719,2,Miyapur,1350,15000,3
8720,2,Gachibowli,1525,30000,3
8721,2,Kukatpally,1000,12000,2
8728,1,Serilingampally,350,6500,1
8730,2,Kukatpally,1000,14000,2
8733,2,Serilingampalle ,800,7000,2
8736,1,Kukatpally,500,10000,1
8739,2,Mallampet,1050,8500,2
8742,2,Gachibowli,1800,15000,2
8752,2,Miyapur,804,13000,2
8764,2,Gachibowli,1100,16000,2
8768,2,Malkajgiri,1000,12000,2
8773,2,Miyapur,1190,20000,2
8775,2,Padmarao Nagar,1200,8000,2
8776,3,Bachupally,1450,17000,3
8779,3,Nallagandla,1525,28000,3
8780,2,Boduppal,1350,9000,2
8781,3,Serilingampally,2010,30000,3
8785,2,Annojiguda,910,8800,2
8786,2,Kukatpally,1500,18000,3
8787,2,Bachupally,1600,25000,3
8788,3,Kondapur,1935,30000,3
8794,2, Kondapur,1200,16000,2
8799,2,Chanda Nagar,1035,10000,2
8806,2,Hafeezpet,1000,16000,2
8808,1,Hafeezpet,600,9000,1
8809,2,Pragathi Nagar,1150,16000,2
8812,2,Hafeezpet,1065,14000,2
8813,3,Manikonda,1200,23000,3
8817,2,Kondapur,1500,25000,3
8820,2,Kondapur,1500,25000,3
8823,2,Kukatpally,1100,17000,2
8826,2,Qutub Shahi Tombs,1050,12000,2
8827,2,Ramachandra Puram,1350,11000,2
8828,2,Kukatpally,1040,11500,2
8830,2,Miyapur,1006,14000,2
8834,2,Nizampet,1350,15500,3
8840,2,West Marredpally,1100,15000,2
8845,3,Kokapet,1685,30000,3
8847,2,Beeramguda,1200,10000,2
8853,3,Bachupally,1600,10000,3
8860,3,Kondapur,1493,20000,3
8863,3,Kondapur,1493,20000,3
8865,2,Nizampet,800,12000,2
8872,4,Bachupally,2338,10000,4
8875,2,Chikkadpally,1100,12000,2
8878,2,Kukatpally,1375,18000,2
8879,2,Serilingampally,1800,18000,2
8880,3,Trimulgherry,1500,30000,3
8884,2,Nizampet,1000,8000,2
8887,1,Kukatpally,500,7000,1
8888,3,Nizampet,1648,10000,3
8889,1,Amberpet,480,7000,1
8890,2,Kukatpally,1000,13000,2
8894,3,Hafeezpet,1630,22000,3
8896,1,Kukatpally,450,8000,1
8899,3,Serilingampally,1600,22000,3
8900,2,Chanda Nagar,1160,14800,2
8901,2,Bachupally,1161,13000,2
8904,2,Bachupally,1161,13000,2
8908,3,Rajendranagar Mandal,1900,28000,3
8910,2,Ramanthapur,1250,17000,3
8917,1,Chanda Nagar,500,8000,1
8929,2,Shilpa Hills,1100,16000,2
8930,1,Kukatpally,480,8500,1
8931,3,Kothaguda,1484,30000,3
8936,3,Neknampur,1600,18000,3
8937,2, Chanda Nagar,800,15000,2
8940,1,Chanda Nagar,540,10000,1
8947,3,Kokapet,1800,28000,3
8951,2,Bachupally,1050,13000,2
8954,2,Narayanguda,1100,16000,2
8959,3,Kondapur,1580,26000,3
8971,2,Nizampet,1350,18000,3
8974,3,Miyapur,1420,23000,3
8978,2,Serilingampally,1310,17000,2
8980,3,Kothaguda,1484,30000,3
8984,2,Pragathi Nagar,900,11500,2
8988,2,Yella Reddy Guda,850,14500,2
8990,2,Toli Chowki,1600,26000,4
8991,2,Kukatpally,1050,15000,2
8993,2,Nizampet,1010,12000,2
8995,2,Attapur,1008,11000,2
8996,2,Kukatpally,1050,14000,2
9006,2,Chanda Nagar,1300,17500,3
9008,3,Kothaguda,1960,24000,3
9009,2,Chanda Nagar,1300,17500,3
9011,3,Kothaguda,1960,24000,3
9018,2,Kukatpally,1020,13000,2
9022,3,Bachupally,2000,15000,3
9023,2,Kukatpally,1020,17000,2
9024,1,Kondapur,500,8000,1
9025,4,Pragathi Nagar,1800,25000,3
9026,2,Kukatpally,950,11000,2
9035,1,Dilsukhnagar,550,7000,1
9037,3,Kukatpally,1575,16000,3
9039,2,Kukatpally,1100,15000,2
9044,1,Kondapur,450,10000,1
9050,2,Kukatpally,1000,10000,2
9053,2,Kukatpally,1000,10000,2
9057,3,Upparpally,1430,25000,3
9065,2,Vanasthalipuram,1400,9000,2
9072,2,Miyapur,1500,16000,3
9076,2,Tarnaka,1430,17000,3
9079,2,Chintal,1100,9000,2
9083,2,Pragathi Nagar,800,12500,2
9084,1,Bhoiguda,720,6500,1
9085,1,Banjara Hills,800,10000,2
9087,2,Pocharam,1136,14000,2
9091,2,Nagole,1000,15500,2
9094,2,Nagole,1000,15500,2
9098,3,Puppalaguda,1820,18000,3
9102,2,Nizampet,1500,15000,3
9115,2,Kukatpally,1000,14000,2
9126,2,Chanda Nagar,1200,14000,2
9130,2,Banjara Hills,1450,28000,3
9131,1,Begumpet,850,9000,1
9132,1,Shivaji Nagar,450,7000,1
9136,3,Kondapur,1400,20000,3
9140,2,Moti Nagar,455,10000,1
9144,2,Kukatpally,1100,15000,2
