id,bathroom,locality,property_size,rent_amount,type_bhk
9391,3,Hyderabad,1470,25000,3
9393,1,Malkajgiri,850,9000,2
9395,3,Ameerpet,1070,25000,3
9398,3,Pragathi Nagar,1530,12000,3
9402,2,Puppalguda,1100,16000,2
9404,1,Nagole,500,7500,1
9406,3,Sainikpuri,2400,30000,3
9409,2,Gopanapalli Thanda,1400,19000,3
9419,2,Kukatpally,750,10000,2
9430,2,Kukatpally,1050,13000,2
9432,2,Tarnaka,1000,10000,2
9433,2,"Kondapur,",900,20000,2
9441,2,Balkampet,1100,16000,2
9451,3,Gachibowli,1500,30000,3
9462,2,Miyapur,1155,12000,2
9466,2,Chanda Nagar,1000,14000,2
9467,2,Himayatnagar,950,15000,2
9468,2,Manikonda,1150,11000,3
9469,2,Pocharam,1130,16000,2
9474,2,Gachibowli,1935,30000,3
9476,3,Madhapur,1500,25000,3
9478,2,Nizampet,1205,12000,2
9480,2,Gajularamaram,800,9000,2
9482,3,Gachibowli,1550,22000,3
9483,3,Manikonda,1670,22000,3
9485,3,Puppalaguda,1875,30000,3
9486,2,Miyapur,1100,14000,2
9493,2,Kondapur,1000,16000,2
9508,2,Kondapur,850,15000,2
9509,2,Moosapet,1200,18000,2
9512,2,Manikonda,1000,14000,2
9513,2,Manikonda,1000,14000,2
9514,2,Kukatpally,1400,20000,2
9521,2,Tellapur,1379,22000,3
9523,1,Chanda Nagar,500,8000,1
9524,2,Adibatla,975,13000,2
9526,2,Jeedimetla,1420,15000,3
9543,2,Beeramguda,1350,9500,2
9545,2,Begumpet,850,15000,2
9546,2,Manikonda,960,12500,2
9549,3,Kukatpally,1750,22000,3
9552,3,Miyapur,1470,18000,3
9554,3,Manikonda Jagir,1384,16000,3
9555,3,Manikonda Jagir,1384,16000,3
9559,2,Pragathi Nagar,1010,12000,2
9566,2,Nizampet,1200,14000,2
9567,2,Nizampet,1100,15000,2
9570,2,Moosapet,1000,16000,2
9571,2,Kompally,1250,15000,2
9575,3,Gachibowli,1000,15000,2
9576,3,Gachibowli,1000,15000,2
9579,2,Kukatpally,900,10000,2
9580,2,Narsingi,900,15000,2
9581,3,Kondapur,1850,25000,3
9582,2,Gopanapalli,1250,20000,2
9584,3,Gachibowli,1858,26000,3
9586,2,Nizampet,1128,12000,2
9590,2,Tellapur,1100,12000,2
9591,3,Madinaguda,1100,13500,2
9602,2,Madhapur,750,13000,2
9603,3,Serilingampally,1515,22000,3
9604,3,Puppalaguda,2068,27000,3
9608,3,Somajiguda,1480,25000,3
9614,3,Gachibowli,1673,28000,3
9619,2,Kondapur,1550,28000,3
9623,3,Kondapur,1820,29500,3
9624,2,Gachibowli,1627,15000,3
9628,2,Miyapur,1150,20000,2
9635,2,Bandlaguda Jagir,900,8500,2
9640,1,Gachibowli ,700,14000,2
9643,3,Kukatpally,1495,26000,3
9645,3,Kondapur,1610,27000,3
9647,2,Gachibowli,1400,20000,2
9649,1,Bandlaguda Jagir,600,6500,1
9651,2,New Nallakunta,1250,14000,2
9652,3,Madhapur,1500,30000,3
9653,3,Chanda Nagar,1410,21500,3
9654,2,Saroornagar,950,9500,2
9656,3,Manikonda,1580,28000,3
9662,1,Ramanthapur,500,6000,1
9663,3,Serilingampally,2200,28500,3
9664,2,Kondapur,1050,20000,2
9669,2,Krishna Reddy Pet,1350,7500,2
9670,2,Gopanapalli,1086,16000,2
9673,2,Kukatpally,1250,12000,2
9675,3,Ramachandra Puram,1610,26000,3
9676,2,Kondapur,1350,25000,3
9678,2,Kothapet,1000,16000,2
9680,2,Nizampet,1550,15000,3
9681,2,Nizampet,1550,15000,3
9683,2,Malkajgiri,1100,6000,2
9693,3,Tellapur,1760,12000,3
9695,2,Kondapur,1705,20000,3
9705,2,Hafeezpet,1285,18000,2
9708,2,Attapur,1000,12500,2
9711,3,Kukatpally,1800,25000,3
9715,3,Upperpally,1602,22000,3
9716,3,Lingampally,1740,21000,3
9717,2,Kondapur,1160,15000,2
9725,2,Miyapur,1005,14000,2
9726,1,Kukatpally,1000,17000,2
9730,2,Borabanda,800,10500,2
9732,1,Kavadiguda,950,8000,1
9735,2,Kukatpally,850,11000,2
9742,2,Yapral,800,9000,2
9743,3,Kondapur,1550,22000,3
9744,3,Kondapur,1550,22000,3
9747,1,Vanasthalipuram,700,6000,1
9750,3,Chanda Nagar,1500,18000,3
9751,2,Miyapur,1030,11500,2
9753,1,Kukatpally,550,9500,1
9757,2,Hafeezpet,700,10500,2
9758,1,Miyapur,1000,6500,2
9759,1,Miyapur,1150,7000,2
9760,3,Manikonda,1645,20000,3
9762,3,Manikonda,1905,30000,3
9766,2,Uppal,1250,8500,2
9789,2,New Nallakunta,1000,14000,2
9790,2,Gajularamaram,1050,14000,2
9801,2,Kondapur,1200,19000,2
9805,3,Chanda Nagar,1467,24000,3
9821,3,Nizampet,2400,28000,3
9822,2,Qutub Shahi Tombs,1100,16000,2
9823,3,Manikonda,1670,23000,3
9824,3,Kokapet,2115,30000,3
9825,2,Yousufguda,1250,22000,3
9826,2,Vanasthalipuram,1100,9000,2
9832,3,Gachibowli,1215,16000,3
9833,2,Madhapur,1080,20000,2
9835,2,Banjara Hills,1400,20000,2
9836,2,Nizampet,1250,12000,2
9837,2,Toli Chowki,1200,16000,2
9839,2,Kukatpally,1170,20000,2
9842,2,Kondapur,1500,30000,3
9858,2,Madhapur,3500,15000,3
9859,2,Manikonda,1100,15000,2
9873,1,Qutub Shahi Tombs,800,11000,2
9879,2,Dilsukhnagar,1053,15000,3
9886,3,Kukatpally,1600,21000,3
9895,2,Kushaiguda,950,12000,2
9905,2,Ameenpur,1010,6000,2
9907,4,Manikonda Jagir,3200,35000,4
9908,2,Nanakramguda,1270,20500,3
9910,3,Madhapur,1400,30000,3
9917,2,Kukatpally,800,11500,2
9923,2,Kukatpally,1592,25000,3
9925,2,Kondapur,1180,18000,2
9938,2,Yousufguda,1100,18000,2
9941,2,Serlingampalli,400,8500,1
9942,2,Madhapur,1100,18000,2
9944,2,Alwal,705,7000,2
9947,2,Nacharam,1000,9000,2
9949,3,Miyapur,1450,13000,3
9953,2,Miyapur,850,12000,2
9954,2,Miyapur,850,12000,2
9955,2,Saidabad,900,8000,2
9957,2,Miyapur,800,8500,2
9958,3,Shaikpet,1900,26000,3
9959,3,Hafeezpet,1350,20000,3
9963,2,Hafeezpet,1190,18000,2
9964,3,Madinaguda,1600,27000,3
9965,2,Kondapur,900,18000,2
9966,2,Chanda Nagar,840,10000,2
9969,1,Amberpet,400,7000,1
9970,2,Nizampet,1253,12500,3
9971,2,Mehdipatnam,1000,20000,3
9973,1,Krishna Reddy Pet,500,6000,1
9974,2,Gopanapalli,1450,26000,3
9975,1,Krishna Reddy Pet,500,6000,1
9976,2,Gopanapalli,1450,26000,3
9981,2,Gachibowli,1163,17500,2
9991,3,Hafeezpet,2000,30000,3
9992,2,Nanakaramguda,1198,25000,3
9997,3,Sanath Nagar,1650,29000,3
10003,2,Attapur,1011,10000,2
10004,1,Borabanda,700,9500,1
10011,2,kukatpally,1055,12000,2
10024,3,Jubilee Hills,2500,30000,3
10027,2,Himayatnagar,967,16000,2
10028,2,Moti Nagar,850,12000,2
10030,3,Kondapur,1825,30000,3
10039,2,Borabanda,1000,16000,2
10041,2,Puppalaguda,1000,14000,2
10043,3,Gopanpally,1708,17500,3
10044,2,Manikonda Jagir,1400,16000,3
10048,1,Bhoiguda,920,13000,2
10050,2,Jubilee Hills,1400,23000,3
10053,2,Secunderabad,1200,13000,2
10068,2,Hafeezpet,750,16000,2
10071,2,Alwal,900,9000,2
10072,3,Kokapet,2069,20000,3
10078,3,Kondapur,1650,25000,3
10080,3,Kondapur,1650,25000,3
10082,2,Manikonda,1460,27000,3
10088,2,Gachibowli,1400,28000,3
10090,3,Manikonda,1950,26000,3
10091,2,Banjara Hills,1236,24000,3
10092,2,Yousufguda,2000,25000,3
10093,3,Miyapur,1750,18000,3
10094,2,Attapur,1050,15000,2
10096,1,Hafeezpet,550,8500,1
10097,3,Nizampet,1550,20000,3
10098,2,Hyderabad,1250,18500,2
10099,2,Nanakaramguda,1198,30000,3
10106,1,Kothapet,1050,8000,2
10110,3,Miyapur,1250,17500,3
10111,2,Adibatla,1200,13000,2
10112,2,Krishna Reddy Pet,1250,8000,2
10113,2,Kavadiguda,1125,15000,2
10114,2,Ramachandrapuram,1860,16000,2
10116,3,Serilingampally,1350,18500,2
10118,2,Himayatnagar,1700,27000,3
10119,2,Qutub Shahi Tombs,1100,15000,3
10124,2,Pragathi Nagar,1200,12000,2
10127,2,Vanasthalipuram,800,10000,2
10132,2,Ramachandra Puram,1400,8750,2
10133,2,Kondapur,1220,20000,3
10134,3,Serilingampally,1660,26000,3
10144,2,Somajiguda,1300,15000,2
10148,2,Serilingampally,697,11000,2
10149,2,Kothaguda,1585,26000,3
10152,2,Pocharam,1136,15000,2
10155,2,Kistareddypet,1130,7000,2
10159,2,Kistareddypet,1130,7000,2
10163,2,Nagole,1000,7500,2
10165,2,Nagole,1000,7500,2
10179,3,Manikonda Jagir,1245,17000,3
10183,2,Miyapur,1150,15500,2
10190,1,Kukatpally,600,6500,1
10197,2,Dilsukhnagar,1326,12000,2
10201,2,Gachibowli,1525,25000,3
10203,2,Kismatpur,1200,18000,2
10204,3,Kukatpally,2000,22000,3
10211,2,Miyapur,1200,11000,2
10219,2,Serilingampally,1547,25000,3
10221,1,Erragadda,750,10000,1
10224,2,Manikonda,1050,20000,2
10232,1,"Ramachandrapuram,",500,6500,1
10240,2,Manikonda,1000,12000,2
10245,2,Puppalguda,945,12000,2
10247,2,Bandlaguda Jagir,1200,10500,2
10248,2,Bandlaguda Jagir,1200,10500,2
10258,1,Kondapur,700,10000,1
10259,2,Kondapur,950,15000,2
10260,2,Madhapur,1250,12500,2
10264,3,Kokapet,1780,24000,3
10271,2,Nizampet,1550,11000,3
10272,3,Peeranchuruvu,1538,29000,3
10278,2,Yousufguda,1200,12000,2
10282,2,Alwal,1080,8000,2
10285,2,Bhoiguda,900,12000,2
10288,3,Serilingampally,1730,28000,3
10289,2,Madinaguda,1150,13000,2
10290,3,Serilingampally,1730,28000,3
10291,2,Madinaguda,1150,13000,2
10292,2,West Marredpally,1000,11000,2
10296,2,New Nallakunta,1205,18000,3
10300,2,Bhoiguda,1400,20000,3
10301,2,Mansoorabad,1200,14000,3
10304,2,Serilingampalle,1314,11000,2
10306,2,Nizampet,950,16500,2
10307,2,Lingampally,800,10000,2
10314,3,Manikonda,2200,24000,3
10316,1,Gajularamaram,600,6000,1
10318,1,Kukatpally,600,9000,1
10321,2,Hafeezpet,1250,17000,2
10322,2,Hakimpet,965,12000,3
10323,2,Kukatpally,1200,12000,2
10325,2,Dilsukhnagar,1100,11000,2
10330,3,Manikonda Jagir,1650,25000,3
10331,1,Kukatpally,650,8000,1
10332,1,Kukatpally,650,8000,1
10334,3,Miyapur,1520,18500,3
10336,2,Kukatpally,1200,13000,2
10337,1,Bandlaguda Jagir,800,8000,1
10338,1,Pocharam,600,5000,1
10341,2,Kukatpally,1120,16500,2
10347,2,Kukatpally,900,15000,2
10348,3,Pragathi Nagar,1470,20000,3
10349,1,Uppal,1260,8000,1
10350,2,Ramachandra Puram,1000,8000,2
10351,2,Puppalguda,1175,11000,2
10363,2,Tarnaka,940,12000,2
10364,2,Whisper Valley,1000,7000,2
10365,3,Kukatpally,600,11500,2
10366,2,Kukatpally,1050,12000,2
10368,3,Kokapet,1800,23000,3
10369,2,Miyapur,1000,16000,2
10370,2,Miyapur,1350,22000,3
10372,2,A S Rao Nagar,870,7000,2
10376,2,Toli Chowki,975,14500,2
10379,2,Kismatpur,1200,15000,2
10380,3,Narsingi,1731,26000,3
10384,1,Kukatpally,600,7000,1
10390,3,Manikonda,1550,18000,3
10397,2,Ramachandra Puram,1300,13000,2
10400,2,Kukatpally,750,9500,2
10408,2,Kukatpally,600,11000,2
10412,2,Chanda Nagar,1150,8000,2
10414,2,Chanda Nagar,1150,11000,2
10417,2,Serilingampally,900,11000,2
10430,2,Begumpet,1100,16000,2
10434,2,Dammaiguda,1300,9000,2
10439,3,Gachibowli,1700,23000,3
10449,2,Bandlaguda Jagir,800,6000,1
10450,2,Miyapur,1400,20000,3
10452,2,Upperpally,1080,18000,2
10457,3,Shaikpet,1800,27000,3
10458,3,Shaikpet,1800,27000,3
10459,3,Dilsukhnagar,1800,26000,3
10462,2,"Kondapur,",1000,17000,2
10466,3,Kompally,1758,15000,3
10467,3,Whitefields,1650,27000,3
10470,2,Attapur,1110,16000,2
10471,2,Miyapur,1600,17000,3
10476,1,Kondapur,600,10000,1
10478,2,Miyapur,1700,18000,3
10479,2,Miyapur,1700,18000,3
10481,2,Ameerpet,1150,22000,3
10483,2,Kondapur,1800,25000,3
10488,3, Madhapur,630,16000,2
10490,1,Champapet,500,5500,1
10492,3,Kondapur,2000,30000,3
10495,2,Nacharam,1000,7000,2
10498,2,Kukatpally,1000,15000,2
10505,2,Attapur,1050,9500,2
10506,3,Kukatpally,1400,18200,3
10509,2,Old Bowenpally,1150,14000,2
10510,2,Begumpet,1250,20000,2
10511,2,Chanda Nagar,1005,14500,2
10512,2,Kondapur,1250,15000,2
10531,2,Mehdipatnam,1000,12000,2
10532,2,Chanda Nagar,1100,13000,2
10535,2,Kukatpally,990,12000,2
10536,2,Nanakaramguda,1198,24000,3
10537,2,Miyapur,1150,13500,2
10543,2,Hafeezpet,2200,30000,3
10546,2,Manikonda,1000,16000,2
10550,2,Serilingampalle,1440,10000,2
10554,1,Miyapur,750,7500,1
10565,2,Tellapur,1153,13000,2
10566,1,Borabanda,500,8500,1
10568,2,Jeedimetla,1100,10000,2
10569,3,Alwal,2000,17000,3
10574,2,Nallagandla,1200,20000,2
10576,3,Kokapet,1780,25000,3
10577,2,Miyapur,1300,18000,2
10578,2,Nizampet,1440,12000,3
10579,3,Tellapur,1765,28000,3
10585,2,Tarnaka,1250,12500,2
10589,3,Kondapur,1610,30000,3
10590,2,Gachibowli,1100,15000,2
10594,3,Serilingampally,1900,22500,3
10595,2,Puppalaguda,1800,13500,3
10598,2,Gachibowli,1200,14500,2
10599,3,Moosapet,1515,27000,3
10600,2,Puppalguda,1350,13500,2
10601,1,Gachibowli,800,15000,2
10603,3,Pocharam,1335,15000,3
10608,2,Serilingampally,700,16000,2
10611,2,Banjara Hills,800,12000,2
10612,2,Miyapur,850,14000,2
10615,2,Kukatpally,1300,20000,3
10617,3,Kondapur,1448,24000,3
10618,3,Vanasthalipuram,1400,13000,3
10619,3,Gachibowli,1540,25000,3
10621,2,Karmanghat,950,12500,2
10625,2,Alwal,950,8000,2
10626,2,Alwal,950,8000,2
10628,2,Neknampur,600,13000,2
10629,2,Manikonda,1350,14500,2
10637,3,Gachibowli,1400,22000,4
10639,2,Kondapur,1400,22000,3
10640,2,Patancheru,888,7000,1
10643,1,Patancheru,877,7000,2
10645,3,Nallagandla,1500,26000,3
10652,2,Miyapur,1200,17000,2
10654,3,Bachupally,1530,16000,3
10655,2,Habsiguda,1000,11000,2
10656,1,Miyapur,600,9500,1
10657,4,Manikonda,2000,40000,4
10662,2,Nizampet,1360,14000,3
10664,2,Miyapur,1000,10000,2
10667,3,Kokapet,1608,25000,3
10669,3,Kokapet,1608,25000,3
10672,2,Jeedimetla,1460,17000,3
10674,3,Neredmet,1739,25000,3
10678,3,Gopanpally,1648,30000,3
10679,2,Begumpet,1500,30000,3
10694,2,Jillelaguda,800,9500,2
10700,2,Miyapur,730,10000,2
10701,2,Kukatpally,1100,13500,2
10702,3,Kokapet,1800,21000,3
10705,2,Kondapur,1500,20000,3
10706,2,Kondapur,1100,15000,2
10707,1,Hafeezpet,900,11500,2
10721,2,Kukatpally,1468,20000,3
10738,2,Pragathi Nagar,1200,12500,2
10739,1,Nallagandla,550,9000,1
10741,2,Gachibowli,1198,25000,3
10743,1,Pragathi Nagar,400,8000,1
10748,2,Kachiguda,900,12000,2
10759,2,Gajularamaram,1000,8000,2
10764,3,Miyapur,1600,18000,3
10776,3,Kapra,2000,18000,3
10782,2,Kukatpally,1050,17000,2
10787,2,Kistareddypet,940,9000,2
10795,2,Madhapur,1250,15000,2
10800,2,Kukatpally,1145,13500,2
10801,2,Chanda Nagar,1075,16000,2
10803,1,Gajularamaram,500,5000,1
10805,2,Mehdipatnam,1700,17000,4
10813,3,Kukatpally ,1500,16000,3
10814,1,Bowenpally,1100,8000,1
10815,1,Bowenpally,1100,8000,1
10819,1,Attapur,900,8500,1
10820,1,Langar Houz,800,12000,2
10826,2,Attapur,700,10000,2
10828,1,Attapur,500,7000,1
10833,2,Ramachandra Puram,1032,8500,2
10838,3,Miyapur,1700,25000,3
10840,3,Mallapur,1450,22000,3
10842,3,Madhapur,1600,28000,3
10843,1,Jawahar Nagar,450,9500,1
10852,2,Kompally,1400,20000,2
10853,1,Amberpet,900,7500,2
10855,1,Hafeezpet,520,10000,1
10859,2,Kukatpally,1000,15000,2
10862,3,Kondapur,2400,30000,3
10870,3,Lingampally,1340,19000,3
10874,2,Yella Reddy Guda,900,13000,2
10884,2,Madeenaguda,1500,20000,3
10886,2,Kukatpally,1200,15000,2
10891,2,Jubilee Hills,1000,15000,2
10892,1,Kukatpally,450,8000,1
10901,2,Chanda Nagar,1100,13000,2
10904,3,Kondapur,1612,25000,3
10906,2,New Nallakunta,1300,16500,3
10912,3,Madeenaguda,1520,18000,3
10919,2,Saroornagar,900,9000,1
10920,2,Saroornagar,900,9000,1
10925,3,Kukatpally,1350,27000,3
10927,2,New Nallakunta,700,12000,2
10929,3,Kondapur,1900,28000,3
10935,1,Jubilee Hills,500,7500,1
10939,1,Madhapur,600,10000,1
10940,2,Pragathi Nagar,1075,13000,2
10941,2,Pragathi Nagar,1075,13000,2
10944,2,Dilsukhnagar,750,9000,2
10948,3,Shaikpet,1865,30000,3
10950,2,Miyapur,1050,18000,2
10954,2,Chanda Nagar,1640,18000,3
10955,2,Kukatpally,1150,12000,2
10959,1,Moosapet,400,7500,1
10960,2,Nizampet,1190,15000,2
10961,2,Nizampet,1190,20000,2
10962,2,Nizampet,1190,20000,2
10966,2,Manikonda,1062,17000,2
10971,2,Gachibowli,1380,20000,3
10985,2,Kondapur,1250,16000,2
10992,2,Kukatpally,1200,14000,2
10997,3,Narayanguda,1800,25000,3
11000,3,Narayanguda,1700,25000,3
11001,2,Serilingampally,877,10000,2
11006,2,Shamshabad,1100,12000,2
11013,2,Pragathi Nagar,1050,9500,2
11014,2,Kukatpally,1500,20000,3
11015,2,Kamalaprasad Nagar,1050,11000,2
11018,2,Mansoorabad,750,10000,2
11019,2,Medipally,1287,8000,2
11028,3,Serilingampally,1585,25000,3
11030,2,Gopanapalli,700,13500,2
11033,1,Madhapur,800,10000,1
11034,3,Kondapur,1500,21000,3
11037,2,Kondapur,1400,30000,3
11039,2,Madinaguda,1145,18000,3
11040,3,Narsingi,1680,23000,3
11041,2,Madinaguda,1400,18000,2
11043,2,Begumpet,800,12000,2
11048,2,Miyapur,995,13000,2
11053,2,Peerzadiguda,1520,16500,3
11054,3,Ameerpet,1850,30000,3
11057,2,Jeedimetla,1050,9000,2
11059,2,Bandlaguda,900,8500,2
11063,4,Toli Chowki,1899,30000,3
11064,3,Sanjeeva Reddy Nagar,1800,30000,3
11066,3,Banjara Hills,1350,14000,3
11067,3,Banjara Hills,1350,14000,3
11068,2,Kukatpally,1235,18000,3
11069,2,Tellapur,1495,24000,3
11071,2,Manikonda Jagir,1510,15000,3
11078,1,Nizampet,400,8000,1
11079,2,Miyapur,1062,17000,2
11082,3,Gajularamaram,1575,15000,2
11083,3,Kukatpally,900,13000,2
11090,2,Moti Nagar,1190,17000,2
11092,2,Balkampet,1400,23000,3
11097,2,Boduppal,980,7000,2
11098,3,Madinaguda,1685,29000,3
11101,2,Jagadgiri Gutta,600,5000,2
11103,1,Madinaguda,550,10000,1
11107,3,Kothaguda,1700,25000,3
11110,2,Old Bowenpally,1100,12000,2
11111,1,Kukatpally,500,10000,1
11112,2,Lingampally,750,12000,2
11113,3,Manikonda,1755,28000,3
11114,1,Uppal,800,7500,2
11115,2,Gachibowli,1365,27000,3
11116,2,Manikonda,1210,20000,2
11119,2,Serilingampally,1100,15000,2
11121,2,Manikonda Jagir,900,13000,2
11126,2,New Nallakunta,1110,15000,2
11133,2,Hafeezpet,1000,16000,2
11136,2,Ameerpet,1080,19000,2
11137,2,Erragadda,1200,14000,2
11141,2,Bhoiguda,870,12000,2
11143,2,Bachupally,1150,10000,2
11144,2,Miyapur,1000,15000,2
11145,2,Yousufguda,600,12000,2
11157,2,Kukatpally,900,11000,2
11171,1,Kukatpally,775,10000,2
11172,1,Kukatpally,775,10000,2
11174,2,Manikonda,1285,20000,2
11175,2,Chanda Nagar,1000,8000,2
11177,2,Bachupally,1500,9500,3
11187,3,Nizampet,1484,14000,3
11188,2,Kondapur,1500,25000,3
11189,2,Madinaguda,1100,14000,2
11191,2,Kukatpally,1200,16000,2
11197,2,Borabanda,900,15000,2
11198,2,Kondapur,1200,18000,2
11208,2,Kukatpally,1100,13000,2
11223,3,Nacharam,1860,0,3
11226,3,Madinaguda,1620,23000,3
11236,2,Ramanthapur,1000,10000,2
11237,2,Miyapur,1185,18000,3
11240,1,Serilingampally,500,8500,1
11241,1,Serilingampalle,500,7500,1
11242,2,Nacharam,600,12000,2
11244,1,Serilingampally,800,7500,1
11247,2,Kondapur,935,20000,2
11248,2,Kompally,1160,18000,2
11249,2,Serilingampalle,900,15000,2
11250,2,Nizampet,1000,10000,2
11252,2,Serilingampalle,500,10000,1
11258,2,Chanda Nagar,1000,5000,2
11265,1, Chanda Nagar,500,5000,1
11266,2,Kukatpally,700,13000,2
11267,2,Miyapur,1560,19000,3
11268,3,Manikonda,1640,22000,3
11269,2,Pragati Nagar,1006,13000,2
11280,3,Padmarao Nagar,2600,23000,3
11281,2,Miyapur,1100,15000,2
11283,2,Malakpet,1000,14000,2
11284,2, Kukatpally,1000,14000,2
11289,3,Gajularamaram,1640,15000,3
11291,2,Mehdipatnam,1100,18000,2
11292,2,New Nallakunta,1100,16000,2
11302,3,Kondapur,1700,22000,3
11304,2,Toli Chowki,1600,20000,4
11308,3,Gajularamaram,1716,12500,3
11309,2,Manikonda,1350,20000,3
11312,2,Miyapur,650,8000,2
11313,2,Meerpet,1000,7000,2
11326,2,Nizampet,1000,10000,2
11327,2,Kavadiguda,850,18000,2
11330,2,Malkajgiri,850,7500,2
11333,2,Miyapur,1350,16000,3
11336,2,Miyapur,1150,15000,2
11337,2,Toli Chowki,1000,12500,2
11338,2,Serilingampalle ,700,11000,2
11339,2,Himayath Nagar,1180,20000,2
11340,2,Himayath Nagar,1180,20000,2
11343,3,Chikkadpally,1500,28000,3
11345,3,Amberpet,1300,16000,3
11347,2,Manikonda,1250,12000,2
11350,2,"Kondapur,",1200,20000,2
11351,1,Kukatpally,800,8000,1
11354,1,Moosapet,500,7000,1
11359,2,Pragati Nagar,1006,13000,2
11362,2,Kukatpally,1450,25000,3
11364,2,Kukatpally,1450,25000,3
11366,2,Jeedimetla,750,9000,2
11374,3,Hafeezpet,1450,14000,3
11379,2,Serilingampalle ,700,8000,2
11384,4,Saroornagar,2900,33000,4
11389,3,Kukatpally,1450,17000,3
11390,3,Kukatpally,1600,16000,3
11395,2,Manikonda,1250,19000,2
11399,3,Manikonda Jagir,1600,13000,3
11400,2,Kukatpally,850,15000,2
11401,3,Kothaguda,1600,26000,3
11409,3,Kukatpally,1675,26000,3
11410,2,Bachupally,1800,8500,2
11412,2,Kukatpally,1400,20000,3
11414,2,Attapur,1000,11000,2
11415,1,Kukatpally,800,10000,1
11419,3,Kondapur,1435,25000,3
11423,3,Kondapur,1717,27000,3
11424,3,Kondapur,1717,27000,3
11427,2,Kukatpally,1120,22000,3
11430,1,Bhoiguda,500,5000,1
11432,2,Kukatpally,1000,15000,2
11437,2,Shaikpet,945,15000,2
11443,2,Kukatpally,850,12500,2
11445,2,Kukatpally,850,12500,2
11452,1,Boduppal,450,8000,1
11453,2,Uppal,1565,15500,3
11454,2,Nagole,1150,11500,2
11456,3,Hyderguda,1700,16000,3
11462,2,Chanda Nagar,1200,15000,2
11466,3,Madhapur,1700,20000,3
11469,2,Serilingampally,1310,16000,2
11474,3,Bandlaguda Jagir,1515,20000,3
11475,2,Hastinapuram,1000,9000,2
11477,4,Manikonda,1800,30000,3
11478,2,Manikonda,1335,15000,3
11482,2,Bhoiguda,1160,12000,3
11484,3,Chanda Nagar,1610,25000,3
11486,2,Hafeezpet,1155,15000,2
11488,2,Hafeezpet,1155,15000,2
11491,1,Kukatpally,700,9000,2
11492,2,Old Bowenpally,1350,14000,2
11495,1,Shilpa Hills,500,10000,1
11498,2,Gachibowli,1200,15000,2
11503,2,Pragathi Nagar,1000,10500,2
11506,2,Ramanthapur,830,9000,2
11510,3,Gachibowli,1585,20000,3
11511,3,Hafeezpet,1690,18500,3
11515,3,Ramanthapur,1650,13000,2
11518,2,Beeramguda,800,9000,2
11520,2,Old Bowenpally,808,7000,2
11522,2,Kothaguda,1650,20000,3
11523,2,Beeramguda,1050,8000,2
11525,3,Miyapur,1565,15000,3
11528,2,Kothapet,1600,8000,2
11529,2,Kothapet,1600,8000,2
11538,2,Kukatpally,1400,18000,3
11543,3,Kukatpally,1460,15000,3
11550,2,Vanasthalipuram,1200,18000,2
11552,3,Chintalmet,1550,20000,3
11554,2,Nizampet,1060,12000,2
11556,2,Pragathi Nagar,1100,12471,2
11557,3,Uppal,1500,22000,3
11561,1,East Marredpally,650,8000,2
11564,2,Jeedimetla,900,9000,2
11565,2,Uppal,950,12000,2
11566,2,Bahadurguda,1200,12500,2
11567,1,Bahadurguda,700,9000,1
11575,1,Moosapet,450,7000,1
11577,1,Uppal,500,6000,1
11580,2,Sainikpuri,1120,9000,2
11582,3,Manikonda,1200,23000,3
11586,2,Chanda Nagar,1000,9500,2
11588,3,Gajularamaram,1400,17000,3
11592,1,Chanda Nagar,850,8500,2
11594,1,Saidabad,450,7500,1
11596,1,Attapur,500,6500,1
11600,2,Bachupally,1450,14000,3
11606,2,Nizampet,1165,12500,2
11608,2,Somajiguda,830,12000,2
11610,2,Nacharam,800,12500,2
11611,2,Manikonda Jagir,1155,15000,2
11613,2,Manikonda Jagir,1155,15000,2
11617,2,Boduppal,1500,8500,2
11618,1,Yousufguda,450,7000,1
11620,3,Serilingampally,1660,22000,3
11621,1,Langar Houz,600,6000,1
11624,3,Miyapur,1650,20000,3
11626,3,Kukatpally,1490,20000,3
11630,2,Nizampet,1300,13500,2
11634,2,Miyapur,1150,14000,2
11635,3,Gachibowli,1779,28000,3
11645,2,Kistareddypet,1100,4500,2
11647,2,Bachupally,1560,15000,3
11653,2,Kukatpally,1020,14000,2
11654,2,Madeenaguda,1200,17000,2
11655,2,Kukatpally,1020,14000,2
11656,2,Madeenaguda,1200,17000,2
11657,1,Uppal,850,8000,2
11659,2,Bandlaguda Jagir,830,10000,2
11661,2,Toli Chowki,1080,15000,3
11663,2,Padmarao Nagar,1000,13000,2
11665,2,Kondapur,1140,15000,2
11675,3,Madhapur,1350,18000,3
11677,2,Nizampet,1000,10000,2
11680,2,Attapur,1000,9000,2
11681,3,Nacharam,1250,18000,3
11690,2,Miyapur,855,10000,2
11692,3,Madhapur,1450,25000,3
11693,1,Hafeezpet,550,8000,1
11694,3,Kothaguda,1585,30000,3
11702,2,Quthbullapur,800,10000,2
11709,2,Miyapur,855,10000,2
11710,2,Nizampet,1235,12500,3
11712,4,Kohtaguda,3500,35000,4
11713,1,Alwal,1350,8000,1
11716,1,Hafeezpet,425,8500,1
11720,1,Hafeezpet,350,9500,1
11729,2,Nallakunta,1200,15000,2
11735,2,Moosapet,900,12000,2
11744,2,Serilingampally,700,5000,2
